Run,Checkpoint,Modo,Seed,estado,origen,destino
r64_a128_d0,epoch_200_loss_0.1704,aeolian,2222,OK,gradio_outputs\modal_eval_r64_a128_d0\epoch_200_loss_0.1704_aeolian_seed2222.flac,audios_unificados\r64_a128_d0\epoch_200_loss_0.1704\aeolian_seed2222.flac
r64_a128_d0,epoch_200_loss_0.1704,locrian,1111,OK,gradio_outputs\modal_eval_r64_a128_d0\epoch_200_loss_0.1704_locrian_seed1111.flac,audios_unificados\r64_a128_d0\epoch_200_loss_0.1704\locrian_seed1111.flac
r64_a128_d0,epoch_200_loss_0.1704,locrian,2222,OK,gradio_outputs\modal_eval_r64_a128_d0\epoch_200_loss_0.1704_locrian_seed2222.flac,audios_unificados\r64_a128_d0\epoch_200_loss_0.1704\locrian_seed2222.flac
r64_a128_d005,epoch_160_loss_0.1766,ionian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_ionian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\ionian_seed1111.flac
r64_a128_d005,epoch_160_loss_0.1766,ionian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_ionian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\ionian_seed2222.flac
r64_a128_d005,epoch_160_loss_0.1766,dorian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_dorian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\dorian_seed1111.flac
r64_a128_d005,epoch_160_loss_0.1766,dorian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_dorian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\dorian_seed2222.flac
r64_a128_d005,epoch_160_loss_0.1766,phrygian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_phrygian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\phrygian_seed1111.flac
r64_a128_d005,epoch_160_loss_0.1766,phrygian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_phrygian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\phrygian_seed2222.flac
r64_a128_d005,epoch_160_loss_0.1766,lydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_lydian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\lydian_seed1111.flac
r64_a128_d005,epoch_160_loss_0.1766,lydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_lydian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\lydian_seed2222.flac
r64_a128_d005,epoch_160_loss_0.1766,mixolydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_mixolydian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\mixolydian_seed1111.flac
r64_a128_d005,epoch_160_loss_0.1766,mixolydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_mixolydian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\mixolydian_seed2222.flac
r64_a128_d005,epoch_160_loss_0.1766,aeolian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_aeolian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\aeolian_seed1111.flac
r64_a128_d005,epoch_160_loss_0.1766,aeolian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_aeolian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\aeolian_seed2222.flac
r64_a128_d005,epoch_160_loss_0.1766,locrian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_locrian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\locrian_seed1111.flac
r64_a128_d005,epoch_160_loss_0.1766,locrian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_160_loss_0.1766_locrian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_160_loss_0.1766\locrian_seed2222.flac
r64_a128_d005,epoch_100_loss_0.1843,ionian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_ionian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\ionian_seed1111.flac
r64_a128_d005,epoch_100_loss_0.1843,ionian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_ionian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\ionian_seed2222.flac
r64_a128_d005,epoch_100_loss_0.1843,dorian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_dorian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\dorian_seed1111.flac
r64_a128_d005,epoch_100_loss_0.1843,dorian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_dorian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\dorian_seed2222.flac
r64_a128_d005,epoch_100_loss_0.1843,phrygian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_phrygian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\phrygian_seed1111.flac
r64_a128_d005,epoch_100_loss_0.1843,phrygian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_phrygian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\phrygian_seed2222.flac
r64_a128_d005,epoch_100_loss_0.1843,lydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_lydian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\lydian_seed1111.flac
r64_a128_d005,epoch_100_loss_0.1843,lydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_lydian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\lydian_seed2222.flac
r64_a128_d005,epoch_100_loss_0.1843,mixolydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_mixolydian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\mixolydian_seed1111.flac
r64_a128_d005,epoch_100_loss_0.1843,mixolydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_mixolydian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\mixolydian_seed2222.flac
r64_a128_d005,epoch_100_loss_0.1843,aeolian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_aeolian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\aeolian_seed1111.flac
r64_a128_d005,epoch_100_loss_0.1843,aeolian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_aeolian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\aeolian_seed2222.flac
r64_a128_d005,epoch_100_loss_0.1843,locrian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_locrian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\locrian_seed1111.flac
r64_a128_d005,epoch_100_loss_0.1843,locrian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_100_loss_0.1843_locrian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_100_loss_0.1843\locrian_seed2222.flac
r64_a128_d005,epoch_200_loss_0.1701,ionian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_ionian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\ionian_seed1111.flac
r64_a128_d005,epoch_200_loss_0.1701,ionian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_ionian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\ionian_seed2222.flac
r64_a128_d005,epoch_200_loss_0.1701,dorian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_dorian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\dorian_seed1111.flac
r64_a128_d005,epoch_200_loss_0.1701,dorian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_dorian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\dorian_seed2222.flac
r64_a128_d005,epoch_200_loss_0.1701,phrygian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_phrygian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\phrygian_seed1111.flac
r64_a128_d005,epoch_200_loss_0.1701,phrygian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_phrygian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\phrygian_seed2222.flac
r64_a128_d005,epoch_200_loss_0.1701,lydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_lydian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\lydian_seed1111.flac
r64_a128_d005,epoch_200_loss_0.1701,lydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_lydian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\lydian_seed2222.flac
r64_a128_d005,epoch_200_loss_0.1701,mixolydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_mixolydian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\mixolydian_seed1111.flac
r64_a128_d005,epoch_200_loss_0.1701,mixolydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_mixolydian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\mixolydian_seed2222.flac
r64_a128_d005,epoch_200_loss_0.1701,aeolian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_aeolian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\aeolian_seed1111.flac
r64_a128_d005,epoch_200_loss_0.1701,aeolian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_aeolian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\aeolian_seed2222.flac
r64_a128_d005,epoch_200_loss_0.1701,locrian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_locrian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\locrian_seed1111.flac
r64_a128_d005,epoch_200_loss_0.1701,locrian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_200_loss_0.1701_locrian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_200_loss_0.1701\locrian_seed2222.flac
r64_a128_d005,epoch_120_loss_0.1808,ionian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_ionian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\ionian_seed1111.flac
r64_a128_d005,epoch_120_loss_0.1808,ionian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_ionian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\ionian_seed2222.flac
r64_a128_d005,epoch_120_loss_0.1808,dorian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_dorian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\dorian_seed1111.flac
r64_a128_d005,epoch_120_loss_0.1808,dorian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_dorian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\dorian_seed2222.flac
r64_a128_d005,epoch_120_loss_0.1808,phrygian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_phrygian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\phrygian_seed1111.flac
r64_a128_d005,epoch_120_loss_0.1808,phrygian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_phrygian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\phrygian_seed2222.flac
r64_a128_d005,epoch_120_loss_0.1808,lydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_lydian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\lydian_seed1111.flac
r64_a128_d005,epoch_120_loss_0.1808,lydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_lydian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\lydian_seed2222.flac
r64_a128_d005,epoch_120_loss_0.1808,mixolydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_mixolydian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\mixolydian_seed1111.flac
r64_a128_d005,epoch_120_loss_0.1808,mixolydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_mixolydian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\mixolydian_seed2222.flac
r64_a128_d005,epoch_120_loss_0.1808,aeolian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_aeolian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\aeolian_seed1111.flac
r64_a128_d005,epoch_120_loss_0.1808,aeolian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_aeolian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\aeolian_seed2222.flac
r64_a128_d005,epoch_120_loss_0.1808,locrian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_locrian_seed1111.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\locrian_seed1111.flac
r64_a128_d005,epoch_120_loss_0.1808,locrian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005\epoch_120_loss_0.1808_locrian_seed2222.flac,audios_unificados\r64_a128_d005\epoch_120_loss_0.1808\locrian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,ionian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_ionian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\ionian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,ionian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_ionian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\ionian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,dorian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_dorian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\dorian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,dorian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_dorian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\dorian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,phrygian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_phrygian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\phrygian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,phrygian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_phrygian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\phrygian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,lydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_lydian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\lydian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,lydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_lydian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\lydian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,mixolydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_mixolydian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\mixolydian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,mixolydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_mixolydian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\mixolydian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,aeolian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_aeolian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\aeolian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,aeolian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_aeolian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\aeolian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,locrian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_locrian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\locrian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_100_loss_0.1965,locrian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_100_loss_0.1965_locrian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_100_loss_0.1965\locrian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,ionian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_ionian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\ionian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,ionian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_ionian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\ionian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,dorian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_dorian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\dorian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,dorian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_dorian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\dorian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,phrygian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_phrygian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\phrygian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,phrygian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_phrygian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\phrygian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,lydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_lydian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\lydian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,lydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_lydian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\lydian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,mixolydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_mixolydian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\mixolydian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,mixolydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_mixolydian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\mixolydian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,aeolian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_aeolian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\aeolian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,aeolian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_aeolian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\aeolian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,locrian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_locrian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\locrian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_160_loss_0.1952,locrian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_160_loss_0.1952_locrian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_160_loss_0.1952\locrian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,ionian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_ionian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\ionian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,ionian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_ionian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\ionian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,dorian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_dorian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\dorian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,dorian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_dorian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\dorian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,phrygian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_phrygian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\phrygian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,phrygian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_phrygian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\phrygian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,lydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_lydian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\lydian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,lydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_lydian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\lydian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,mixolydian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_mixolydian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\mixolydian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,mixolydian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_mixolydian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\mixolydian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,aeolian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_aeolian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\aeolian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,aeolian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_aeolian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\aeolian_seed2222.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,locrian,1111,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_locrian_seed1111.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\locrian_seed1111.flac
r64_a128_d005_lr5e-5,epoch_140_loss_0.1960,locrian,2222,OK,gradio_outputs\modal_eval_r64_a128_d005_lr5e-5\epoch_140_loss_0.1960_locrian_seed2222.flac,audios_unificados\r64_a128_d005_lr5e-5\epoch_140_loss_0.1960\locrian_seed2222.flac
RUN_D,epoch_40_loss_0.8457,ionian,1111,OK,gradio_outputs\eval_D\epoch_40_loss_0.8457_ionian_seed1111.flac,audios_unificados\RUN_D\epoch_40_loss_0.8457\ionian_seed1111.flac
RUN_D,epoch_40_loss_0.8457,ionian,2222,OK,gradio_outputs\eval_D\epoch_40_loss_0.8457_ionian_seed2222.flac,audios_unificados\RUN_D\epoch_40_loss_0.8457\ionian_seed2222.flac
RUN_D,epoch_40_loss_0.8457,dorian,1111,OK,gradio_outputs\eval_D\epoch_40_loss_0.8457_dorian_seed1111.flac,audios_unificados\RUN_D\epoch_40_loss_0.8457\dorian_seed1111.flac
